District_ID,State_ID,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs
8163,20,2007,0,0,0,0,0,0,0,0,0,0
2611,17,2004,0,0,0,0,0,0,0,0,0,0
159,7,2011,0,0,0,0,0,0,0,1,0,0
2578,17,2006,0,0,0,0,0,0,0,0,0,0
4174,12,2012,0,0,0,0,0,0,0,0,0,0
3874,14,2012,0,1,0,0,0,0,7,1,0,33
2537,28,2013,0,1,0,0,0,0,4,4,0,0
2372,19,2002,0,2,0,0,0,0,3,21,2,15
4569,14,2012,1,3,1,0,3,2,15,28,0,12
7554,22,2009,1,8,5,0,0,0,3,0,0,119
2710,33,2005,1,0,0,0,0,0,1,9,0,0
8493,30,2005,0,0,0,0,0,0,0,16,0,0
8700,33,2008,0,0,0,0,0,0,0,14,0,0
1214,33,2007,0,0,0,0,0,0,0,0,0,0
2048,28,2011,0,0,0,0,0,0,0,45,0,0
3662,31,2005,0,3,0,0,0,0,1,2,0,59
5514,35,2002,5,4,0,0,0,4,5,98,0,88
9109,23,2005,1,4,0,1,0,1,3,10,3,18
6290,19,2013,1,1,0,0,0,0,0,22,1,0
8781,17,2008,0,0,0,0,0,0,0,0,0,0
2955,35,2005,3,0,0,0,0,2,1,10,10,12
899,31,2012,6,7,0,0,0,2,5,0,0,207
963,23,2004,1,0,0,0,0,0,5,12,0,19
2035,3,2010,1,1,0,0,0,0,10,14,0,14
4866,31,2003,0,2,0,0,0,0,0,3,0,8
6365,23,2007,0,0,0,0,0,0,1,2,0,1
402,33,2001,1,4,2,0,0,0,5,10,0,8
1359,22,2005,2,9,0,0,0,2,48,0,0,39
5866,22,2006,0,5,2,0,0,0,3,0,0,8
692,36,2006,0,0,0,0,0,0,0,3,0,0
3623,35,2003,0,0,0,0,0,1,3,7,0,3
4118,30,2009,0,0,0,0,0,0,0,0,0,0
1087,18,2012,0,0,0,0,0,0,0,0,0,0
7333,24,2007,0,0,0,0,0,0,0,0,0,0
2807,37,2006,0,0,0,0,0,0,0,0,0,0
2965,8,2006,1,1,0,0,0,0,3,8,0,3
7156,28,2013,1,5,9,0,0,0,42,103,0,0
4055,28,2003,0,1,0,0,0,1,0,0,0,6
8913,19,2010,0,0,0,0,0,0,0,12,0,0
7729,28,2008,0,6,16,6,0,0,0,0,0,0
6513,33,2012,1,0,0,0,0,0,0,48,0,0
1234,5,2006,5,11,27,4,11,7,114,0,0,103
5759,19,2013,1,2,0,1,0,0,0,69,0,74
3105,18,2010,0,0,0,0,0,0,2,5,0,4
9413,22,2012,3,11,0,0,0,0,18,0,0,21
562,28,2011,0,0,0,0,0,0,8,60,0,0
5334,14,2002,1,0,0,0,2,1,7,18,0,18
7493,23,2005,0,2,0,0,0,0,0,3,0,8
4271,17,2011,0,0,0,0,0,0,0,0,0,0
2847,18,2012,0,0,0,0,0,0,0,0,0,0
3420,8,2007,0,4,0,0,0,0,3,9,0,2
9404,22,2012,2,9,0,0,0,0,45,0,0,23
7716,18,2010,0,0,0,0,0,0,0,1,0,0
1209,23,2009,1,1,1,1,0,0,0,11,0,14
3605,26,2002,0,0,0,0,0,0,0,0,0,0
5053,22,2002,1,15,1,0,0,0,20,191,0,154
2286,6,2005,0,0,0,0,0,3,5,49,0,0
4279,35,2011,5,4,4,0,0,0,3,0,0,87
8639,33,2002,0,0,0,0,0,0,0,30,0,0
7899,28,2010,0,1,0,0,1,1,85,132,0,0
1861,35,2002,13,7,12,0,0,3,39,188,0,98
5393,37,2005,0,0,0,0,0,0,0,0,0,0
1695,28,2006,2,2,1,0,0,0,21,4,0,7
5395,18,2008,7,21,5,0,0,0,112,272,0,181
2061,8,2007,0,1,0,0,0,0,0,0,0,13
4955,36,2006,0,0,0,0,0,0,0,2,0,0
154,14,2008,0,1,0,1,1,0,10,0,0,47
1520,6,2009,0,0,0,0,0,0,0,1,0,0
6165,35,2011,286,397,363,3,3,39,320,1995,0,4296
4965,23,2003,0,2,0,0,0,0,0,0,2,4
8652,30,2002,0,0,0,0,0,0,0,0,0,0
6270,16,2005,0,0,0,0,0,0,0,0,2,2
7924,6,2007,0,0,0,0,0,0,0,15,0,0
5199,35,2004,5,6,0,0,0,0,5,1,5,6
9044,4,2010,0,0,0,0,0,0,0,0,0,0
8070,18,2004,0,0,0,0,0,0,0,1,0,0
7230,20,2001,0,9,0,0,0,1,13,6,0,9
7058,22,2013,1,8,1,0,0,0,2,0,0,11
5206,23,2009,1,2,0,0,0,0,0,1,0,8
9145,7,2013,0,0,0,0,0,0,0,2,0,2
5041,18,2004,0,4,1,0,0,0,9,6,0,2
2465,4,2008,0,0,0,0,0,0,0,0,0,0
7101,33,2003,0,1,0,0,0,0,1,29,0,1
2966,23,2002,0,2,1,0,0,0,4,4,0,11
956,4,2005,0,0,0,0,0,0,0,0,0,0
8478,26,2003,0,0,0,0,0,0,0,0,0,0
5881,4,2011,0,0,0,0,0,0,0,0,0,0
2717,36,2007,0,0,0,0,0,0,0,0,0,0
8521,35,2013,1,10,0,0,0,1,2,127,0,2
9354,23,2012,0,0,0,0,0,0,0,0,0,0
3555,35,2010,5,12,15,0,0,2,6,30,0,97
7140,23,2011,2,0,1,1,1,0,4,16,0,42
8459,22,2002,1,7,3,0,1,1,42,0,0,93
987,23,2007,0,3,0,0,0,0,2,8,0,6
1647,19,2012,5,2,0,0,0,0,13,130,0,8
7703,6,2007,0,0,0,0,0,0,0,10,0,10
5895,25,2008,0,0,0,0,0,0,0,0,0,0
8255,22,2009,1,8,1,0,0,0,5,0,0,25
5409,3,2008,2,3,0,0,0,0,10,159,15,50
8515,5,2010,0,0,0,0,0,0,0,0,0,0
8588,33,2009,1,1,3,0,1,1,5,34,0,13
5678,19,2003,0,0,0,0,0,0,0,44,0,44
6853,21,2013,0,0,0,0,0,0,0,0,0,0
3854,23,2007,0,0,0,0,0,0,1,3,0,2
7000,25,2005,0,0,0,0,0,0,0,0,0,0
4471,35,2005,9,3,1,0,0,0,10,0,0,4
158,5,2011,0,0,0,0,0,0,0,0,0,0
8463,23,2002,1,0,0,0,0,0,1,3,15,10
6794,36,2007,0,0,0,0,0,0,0,7,0,0
4906,4,2008,0,0,0,0,0,0,0,0,0,0
7477,26,2002,0,0,0,0,0,0,0,0,0,0
8548,23,2009,1,0,0,0,0,0,0,4,0,8
5364,16,2008,0,0,0,0,0,0,0,5,0,0
5379,6,2007,1,0,0,0,0,0,11,11,0,0
5260,35,2012,2,0,0,0,0,0,0,21,0,0
7542,33,2007,2,1,0,0,0,0,1,17,0,1
646,19,2006,0,0,0,0,0,0,0,27,0,0
6673,8,2005,2,4,0,0,0,0,18,1,0,18
7512,16,2012,0,1,0,0,0,0,0,3,0,0
4705,23,2003,0,4,0,0,0,0,0,1,1,0
2010,18,2005,0,0,0,0,0,0,0,0,0,0
2512,6,2001,0,0,0,0,0,0,17,17,0,0
6827,20,2013,0,12,1,0,0,0,28,2,0,22
5141,30,2006,0,0,0,0,0,0,0,4,0,0
5854,5,2007,0,0,0,0,0,0,0,0,0,0
8877,22,2003,0,5,0,0,0,0,1,23,0,17
298,19,2006,3,2,2,0,0,1,35,61,1,18
6296,6,2010,0,0,0,0,0,0,0,75,0,0
7177,14,2010,0,2,1,0,1,0,13,0,0,13
8379,35,2005,0,0,0,0,0,0,3,1,0,0
205,19,2009,0,2,0,0,0,0,8,7,0,61
1432,6,2004,1,1,0,0,0,2,3,11,0,4
1454,8,2013,0,1,0,0,0,0,1,0,0,1
8484,19,2007,0,0,0,0,0,0,0,7,0,7
2149,36,2013,0,0,0,0,0,0,0,3,0,0
3237,12,2007,0,0,0,0,0,0,0,9,0,0
8828,31,2012,66,202,43,0,1,32,568,111,0,4536
7600,33,2012,2,0,0,0,0,0,3,50,0,0
6603,3,2001,0,2,1,0,0,0,0,40,1,35
5063,23,2005,1,0,1,0,0,0,3,7,1,7
4032,33,2001,0,0,0,1,0,0,0,16,0,0
7245,14,2002,0,0,0,9,12,0,3,1,0,12
4687,19,2003,1,2,0,0,0,0,0,22,0,1
5824,17,2008,0,0,0,0,0,0,0,0,0,0
4487,22,2008,0,16,0,0,0,1,60,0,0,49
5789,26,2004,0,0,0,0,0,0,0,0,0,0
4731,5,2010,0,0,0,0,0,0,0,0,0,0
9288,37,2006,0,0,0,0,0,0,0,0,0,1
1374,5,2006,0,0,0,0,0,0,0,0,0,0
822,6,2011,1,0,0,0,0,0,28,35,0,0
9202,3,2011,1,6,0,0,0,1,31,35,0,102
4748,33,2010,0,0,0,0,0,0,0,4,0,5
2377,35,2013,1,4,1,0,0,0,6,115,0,0
3373,18,2004,0,0,0,0,0,0,0,1,0,0
1553,31,2011,2,5,2,0,0,0,13,16,0,119
5298,14,2009,0,0,0,0,0,0,0,0,0,0
4947,35,2007,4,9,5,0,0,1,7,0,0,49
3687,14,2006,0,0,0,0,0,0,0,0,0,0
4173,31,2003,1,7,0,0,0,7,3,3,0,219
2771,34,2003,0,0,0,0,0,0,0,0,0,0
1913,16,2007,0,6,0,0,0,0,0,81,4,0
9286,22,2009,3,10,1,0,0,0,10,0,0,63
403,20,2002,0,2,0,0,0,0,3,1,0,5
5905,31,2012,6,24,10,0,0,1,31,8,0,301
2251,31,2008,0,0,0,0,0,0,10,0,0,2
4100,28,2004,0,0,0,0,0,0,3,63,0,0
3410,8,2012,1,1,0,0,0,0,2,0,0,1
7096,35,2007,7,3,7,0,0,0,9,25,0,79
4470,22,2009,2,4,1,0,0,1,1,0,0,21
3573,33,2013,0,0,0,0,0,0,1,20,0,0
3599,6,2005,1,0,0,0,0,1,14,15,0,0
8278,35,2008,7,14,0,0,0,5,43,77,0,99
9792,13,2006,0,0,0,0,0,0,0,3,0,0
5932,31,2012,0,6,0,0,0,3,0,1,0,135
5862,30,2007,0,0,0,0,0,0,0,14,0,14
9608,30,2007,0,0,0,0,0,0,0,0,0,3
1283,18,2010,0,0,0,0,0,0,0,18,0,0
2339,14,2011,0,0,3,1,2,0,9,2,0,41
9218,19,2005,1,1,0,0,0,0,0,43,0,0
3562,24,2004,0,0,0,0,0,0,0,0,0,0
3616,26,2007,0,0,0,0,0,0,0,0,0,0
955,35,2008,1,2,1,0,0,0,1,0,0,88
5950,22,2002,0,2,0,0,0,2,8,0,0,6
8775,22,2001,0,2,0,0,0,0,0,0,0,9
6042,27,2007,0,0,0,0,0,0,0,0,0,0
1458,6,2012,0,1,0,0,0,4,18,200,0,2
69,37,2001,0,1,0,0,0,0,1,2,0,0
8062,37,2013,0,1,0,0,0,1,0,0,0,2
8261,6,2013,1,3,0,0,0,6,13,124,0,0
9356,18,2010,0,0,0,4,0,0,0,12,0,12
3337,36,2002,2,1,0,0,0,0,6,28,0,0
3977,19,2006,0,0,0,0,0,0,0,0,0,0
4002,35,2003,0,1,0,0,0,0,0,6,0,2
4672,37,2001,0,0,0,0,0,0,0,0,0,0
6005,32,2005,0,0,0,0,0,0,1,0,0,2
3197,15,2011,0,5,4,1,0,3,3,13,0,11
5436,16,2004,1,0,0,0,0,0,0,8,0,4
3606,18,2013,0,0,0,0,0,1,10,65,0,54
3961,36,2011,0,1,0,0,0,0,0,0,0,0
4846,17,2010,0,0,0,0,0,0,0,0,0,0
8563,13,2002,0,0,0,0,0,0,0,1,0,0
5907,20,2012,0,9,0,0,0,2,43,8,0,22
827,6,2011,0,0,0,0,0,0,0,12,0,0
4005,19,2003,0,0,0,0,0,0,0,8,0,8
4244,32,2008,0,0,0,0,0,0,1,0,0,0
2093,22,2009,0,0,0,0,0,0,0,0,0,0
9737,28,2010,0,0,0,0,0,0,26,52,0,0
8280,23,2006,0,3,0,0,0,0,2,6,0,12
5012,33,2010,0,0,0,0,2,0,1,47,0,2
9806,23,2005,1,2,1,0,0,1,0,2,1,8
4634,22,2011,0,2,2,0,0,1,1,0,0,14
3937,37,2001,0,0,0,0,0,0,0,0,0,0
3395,19,2003,0,0,0,0,0,0,0,22,0,0
3958,23,2010,1,2,0,0,1,1,12,13,0,33
5951,6,2013,0,1,0,0,0,0,0,0,0,0
5223,19,2012,7,4,1,0,1,0,44,21,0,59
1662,37,2002,0,0,0,0,0,0,0,0,0,0
1173,35,2001,3,2,2,2,2,3,8,7,0,69
6322,3,2008,2,3,0,0,0,0,22,28,0,17
6849,31,2004,1,7,1,0,1,0,24,10,0,54
8580,4,2005,0,0,0,0,0,0,0,0,0,0
7574,35,2013,1,13,10,0,0,0,6,43,0,60
972,31,2006,2,6,0,0,0,4,3,7,0,99
4122,35,2002,4,1,2,0,0,0,0,33,0,37
2210,19,2009,2,1,1,0,0,0,46,8,0,28
5986,17,2012,0,0,0,0,0,0,0,0,0,0
4398,28,2007,1,3,3,0,0,0,43,0,0,24
9839,23,2011,1,5,1,1,0,1,7,1,0,27
1381,37,2008,0,0,0,0,0,0,0,0,0,0
3449,30,2001,1,1,0,0,0,0,3,0,0,5
2605,22,2011,1,1,1,0,0,1,1,0,0,30
2281,37,2013,0,0,0,0,0,0,0,0,0,24
7023,6,2010,0,0,0,0,0,0,0,27,0,0
6721,35,2008,1,4,3,0,0,0,1,34,0,16
5787,31,2013,3,19,0,0,0,3,0,6,0,185
7976,20,2013,0,4,0,0,0,0,1,3,0,3
4024,17,2010,0,0,0,0,0,0,0,0,0,0
2454,35,2008,2,2,5,0,0,0,20,6,0,76
5477,16,2004,0,0,1,0,0,0,0,5,0,2
1603,23,2005,1,5,0,0,0,0,2,7,0,15
1003,15,2011,0,2,0,0,0,0,0,2,0,2
821,35,2008,4,7,7,0,0,0,17,28,0,71
1043,17,2005,0,0,0,0,0,0,0,0,0,0
4301,35,2004,7,7,3,0,0,0,2,0,0,20
7255,19,2004,0,0,0,0,0,0,0,36,0,0
618,23,2010,1,4,0,0,1,0,0,14,0,7
1168,16,2011,0,0,0,0,0,0,0,2,0,0
8723,6,2012,0,1,0,0,0,1,2,46,0,0
6471,8,2009,0,1,0,0,0,0,0,0,0,4
8201,22,2005,3,6,0,0,2,0,22,0,0,208
7008,27,2007,0,0,0,0,0,0,0,0,0,0
9058,22,2012,1,2,0,0,0,0,10,0,0,3
2361,31,2001,2,2,0,0,0,0,0,6,0,104
5985,8,2009,1,0,0,0,0,0,0,0,0,0
7414,22,2011,0,0,0,0,0,0,7,0,0,7
3451,31,2007,2,7,0,0,0,0,97,5,0,30
2640,31,2004,2,3,0,0,0,1,135,2,0,18
8250,15,2013,0,0,2,0,0,0,0,0,0,1
2229,25,2004,0,0,0,0,0,0,0,0,0,0
9142,35,2011,3,9,5,0,0,4,8,0,0,84
644,15,2010,1,0,0,0,0,0,0,0,0,2
766,20,2013,0,0,0,0,0,0,14,14,0,6
9035,37,2012,0,0,0,0,0,0,0,1,0,3
3281,35,2013,6,13,10,0,0,1,1,0,0,191
8061,33,2002,0,0,0,0,0,0,0,9,0,4
6941,26,2010,0,0,0,0,0,0,0,0,0,0
4048,31,2010,3,9,3,0,0,4,1,0,0,107
4302,28,2007,0,0,0,0,0,0,1,0,0,0
4424,31,2009,0,0,0,0,0,0,0,4,0,0
4821,33,2002,2,0,0,0,0,0,0,0,5,0
129,30,2012,0,0,0,0,0,0,1,0,0,0
7581,37,2006,0,0,0,0,0,0,0,0,0,1
421,3,2004,2,2,5,0,6,0,49,17,21,31
7232,6,2009,0,0,0,0,0,0,29,78,0,2
6734,35,2006,4,3,1,0,0,0,4,0,0,22
7604,35,2007,2,1,1,0,0,4,1,49,0,23
6287,16,2012,0,1,0,0,0,0,0,9,0,0
4397,4,2009,0,0,0,0,0,0,0,0,0,0
182,37,2011,0,0,0,0,0,0,0,0,0,0
1217,3,2007,6,2,0,0,0,2,24,27,0,58
4075,17,2012,0,0,0,0,0,0,0,0,0,0
7128,37,2009,0,0,0,0,0,0,0,0,0,0
6472,31,2012,2,2,0,0,0,0,0,2,0,159
1272,35,2001,4,1,0,0,0,2,9,35,2,24
4417,17,2010,0,0,0,0,0,0,0,0,0,0
8482,22,2004,0,0,0,0,0,0,0,0,0,0
5368,22,2006,2,6,2,0,0,0,1,33,0,22
5929,17,2013,0,0,0,0,0,0,0,0,0,0
2668,28,2006,1,2,0,0,1,0,16,0,0,2
5715,33,2002,1,0,1,0,0,0,3,23,0,2
2125,16,2006,0,1,0,0,0,0,0,4,0,4
5510,33,2002,0,0,0,0,0,0,0,20,0,0
4922,35,2001,4,19,7,0,1,3,9,183,0,54
3561,6,2010,0,0,0,0,0,0,10,25,0,15
3473,27,2009,0,0,0,0,0,0,0,0,0,0
7576,28,2006,0,4,0,0,0,3,0,82,0,10
5332,31,2009,1,0,0,0,0,0,7,0,0,9
2905,30,2013,1,0,3,0,0,0,1,1,0,2
6898,31,2003,0,5,2,0,1,1,1,109,0,0
309,37,2007,0,0,0,0,0,0,0,0,0,0
2469,12,2011,0,0,0,0,0,0,0,1,0,0
6657,15,2011,1,3,1,0,0,0,10,25,0,16
2603,35,2001,11,15,8,2,2,2,18,215,0,103
1187,22,2010,4,13,3,0,0,1,2,4,0,36
5755,35,2009,4,5,0,0,0,0,2,0,0,32
9255,31,2009,3,5,0,0,0,0,0,1,0,152
4378,15,2011,0,3,2,0,0,0,0,1,0,4
528,37,2010,0,0,0,0,0,0,0,0,0,0
252,16,2002,0,2,0,0,0,0,0,3,0,2
1887,35,2013,6,16,11,0,0,0,1,178,0,0
6990,14,2010,1,0,0,0,0,0,2,2,0,0
6537,22,2003,0,8,0,0,0,0,10,110,0,92
4853,26,2010,0,0,0,0,0,0,0,0,0,0
3099,32,2013,0,0,0,0,1,0,1,0,0,0
1417,35,2007,1,2,0,1,0,0,6,8,0,12
6220,35,2003,6,3,0,0,0,0,0,14,0,47
2558,14,2006,0,0,1,1,2,1,9,0,0,13
4441,6,2013,0,0,0,0,0,0,0,4,0,1
8229,6,2007,0,0,0,0,0,0,0,50,0,0
3338,37,2003,0,0,0,0,0,0,0,0,0,0
5425,20,2002,0,2,0,0,0,1,9,31,0,10
7744,22,2010,1,2,1,0,0,0,3,0,0,27
2956,20,2007,0,5,0,0,0,0,24,1,0,8
5786,22,2010,2,6,6,0,0,0,3,0,0,64
5606,35,2004,14,7,2,0,0,3,20,37,0,28
4285,35,2008,6,14,6,0,1,2,9,77,0,168
1353,20,2007,0,9,0,0,0,0,5,8,0,24
8469,35,2006,4,6,1,0,0,0,2,35,0,0
595,36,2010,0,0,0,0,0,0,0,3,0,0
7838,5,2009,0,0,0,0,0,0,0,0,0,0
8178,17,2001,0,0,0,0,0,0,0,0,0,0
3728,25,2006,0,0,0,0,0,0,0,0,0,0
2584,23,2004,0,0,0,0,0,0,0,4,0,1
9647,18,2006,0,0,0,0,0,0,0,0,0,0
6159,28,2012,2,1,3,0,0,8,9,120,0,0
835,34,2009,0,0,1,0,0,0,0,3,0,3
3970,11,2012,0,0,0,0,0,0,0,0,0,0
8425,5,2011,0,0,0,0,0,0,0,0,0,0
9373,34,2002,0,0,0,0,0,0,0,0,0,0
6463,19,2002,0,0,0,0,0,0,1,14,0,0
2086,28,2003,0,0,0,0,0,0,31,0,0,0
6308,20,2011,0,5,0,0,0,0,9,6,0,27
8222,14,2011,0,1,3,0,0,0,4,20,0,8
3015,12,2012,0,0,0,0,0,0,0,2,0,0
1522,30,2003,0,0,0,0,0,0,0,2,0,0
3474,14,2008,0,1,1,0,0,0,1,5,0,13
3585,14,2013,0,1,0,0,0,0,1,12,0,3
7308,19,2003,3,0,0,0,0,0,13,36,7,24
967,33,2012,0,2,0,0,0,0,7,33,0,0
5390,30,2004,0,0,0,0,0,0,0,4,0,2
6564,23,2002,0,1,0,1,0,0,1,6,3,4
2473,35,2005,4,6,2,0,0,0,2,30,0,16
9101,15,2010,1,0,3,0,0,0,1,0,0,4
8316,23,2012,0,2,1,0,1,0,0,0,0,11
5352,6,2005,0,0,0,0,1,0,0,0,0,0
9410,15,2001,0,0,1,0,0,1,2,0,0,0
7020,6,2003,0,0,0,0,0,0,18,41,0,23
9511,35,2011,2,4,3,0,0,0,2,11,0,39
5649,25,2013,0,0,0,0,0,0,0,0,0,0
8423,36,2012,0,0,0,0,0,0,0,0,0,0
3912,31,2001,3,13,6,0,0,0,17,17,0,145
4857,36,2007,1,2,0,0,0,0,4,0,0,0
6417,22,2004,2,5,0,0,0,0,15,22,0,22
8248,8,2009,1,13,0,0,0,0,2,0,0,35
9398,22,2002,79,412,49,0,17,62,1252,570,5,4771
5167,28,2001,1,2,2,0,0,0,0,0,0,21
3724,3,2012,2,3,0,0,0,0,26,10,0,43
144,30,2001,0,0,0,0,0,0,0,0,0,0
1419,33,2009,0,0,0,0,0,0,7,87,0,0
79,16,2008,0,0,0,0,0,0,0,0,0,0
6291,14,2001,0,0,0,0,0,0,6,10,0,0
4536,7,2009,0,0,0,0,0,0,0,0,0,0
3577,18,2007,0,0,0,0,0,0,0,3,0,9
6202,9,2005,0,0,0,0,0,0,0,0,0,2
3922,15,2008,0,5,0,0,0,0,0,1,0,1
2928,33,2013,1,0,0,0,0,0,2,36,0,0
3112,31,2006,1,2,0,0,0,5,4,5,0,144
4329,35,2011,0,0,0,0,0,0,2,32,0,0
1838,30,2011,0,0,0,0,0,0,3,1,0,3
4134,22,2012,5,3,3,0,0,1,2,0,0,61
8225,14,2003,0,0,0,0,0,0,12,0,0,28
433,5,2007,0,0,0,0,0,0,0,0,0,0
2941,18,2001,0,2,0,0,0,0,5,10,0,0
6441,28,2013,0,5,2,0,0,0,15,18,0,0
2892,31,2006,3,8,0,0,0,7,2,9,0,163
6639,22,2005,2,0,0,0,0,0,0,0,0,64
8429,28,2013,1,5,0,0,0,2,35,115,0,0
1630,30,2009,0,0,0,0,0,0,0,7,0,0
5721,35,2001,2,2,1,0,0,0,3,57,0,0
487,35,2003,3,4,0,0,0,0,3,29,0,43
9073,33,2002,0,1,0,0,0,0,0,10,0,2
4905,37,2003,0,0,0,0,0,0,0,0,0,0
999,28,2009,0,0,0,0,0,0,0,43,0,0
6260,30,2006,0,2,0,0,0,0,1,5,0,4
6732,6,2002,0,2,0,0,0,0,4,37,2,20
4428,36,2009,0,0,0,0,0,0,0,2,0,0
5717,34,2012,2,4,1,0,0,1,36,1,0,31
3639,37,2009,0,0,0,0,0,0,0,0,0,2
4218,32,2011,0,1,1,0,0,0,0,0,0,2
4254,11,2006,0,0,0,0,0,0,0,0,0,1
1005,11,2010,0,0,0,0,0,0,0,0,0,0
1539,28,2002,1,0,0,0,0,0,0,7,0,6
2428,28,2005,0,2,0,0,0,0,14,13,0,8
1774,28,2009,0,2,0,0,0,0,5,19,0,4
2629,18,2001,0,0,0,0,0,0,0,0,0,0
5246,14,2001,0,0,0,0,0,0,2,4,1,6
377,27,2008,0,0,0,0,0,0,0,0,0,0
3496,28,2009,0,0,0,0,0,0,0,0,0,65
6796,5,2009,0,0,0,0,0,0,0,0,0,0
9769,1,2009,0,0,0,0,0,0,0,0,0,0
1276,19,2002,0,0,0,0,0,0,0,23,0,0
9091,15,2013,1,8,0,0,0,0,2,0,0,14
9090,6,2003,0,0,0,0,0,0,0,0,0,0
4861,12,2007,0,0,0,0,0,0,0,2,0,0
7097,3,2005,3,3,1,0,0,1,39,66,1,89
730,18,2008,0,0,0,0,0,0,0,10,0,0
5760,25,2009,0,0,0,0,0,0,0,0,0,0
4491,31,2010,1,5,0,0,0,2,0,0,0,99
6139,6,2002,0,0,0,0,0,0,11,11,0,0
4459,14,2011,1,2,2,0,0,0,0,3,0,4
8528,8,2005,1,19,2,0,0,0,3,63,0,38
1490,35,2011,4,9,1,0,0,1,9,32,0,39
8582,35,2004,6,4,1,0,0,0,3,2,0,20
5754,23,2001,0,0,0,1,0,0,1,1,0,6
151,22,2002,5,5,0,0,1,4,42,0,0,117
6329,33,2011,0,0,0,0,0,0,15,14,0,0
2042,6,2007,4,7,2,1,0,0,47,44,0,3
9671,35,2012,2,2,0,0,0,2,4,31,0,16
7277,31,2007,3,7,0,0,0,0,1,0,0,33
8162,14,2011,0,2,1,0,0,1,23,0,0,3
3749,5,2012,0,0,0,0,0,0,0,0,0,0
3151,30,2011,0,0,0,0,0,0,0,0,0,2
9047,24,2010,0,0,0,0,0,0,0,0,0,0
1126,5,2009,0,0,0,0,0,0,0,0,0,0
5034,25,2012,0,0,0,0,0,0,0,0,0,0
8167,33,2009,0,0,0,0,0,0,0,45,0,0
1473,35,2004,1,3,1,1,0,2,6,6,2,14
8761,12,2002,0,0,0,0,0,0,0,1,0,0
1594,6,2001,0,0,0,0,0,0,0,2,0,0
8618,19,2009,0,0,0,0,0,0,0,7,0,7
958,31,2003,2,6,0,0,0,3,4,1,0,345
3738,33,2011,0,0,0,0,0,0,0,20,1,0
9801,31,2013,1,2,2,0,0,1,1,2,0,259
3612,20,2006,0,2,0,0,0,0,2,4,0,5
951,17,2006,0,0,0,0,0,0,0,0,0,0
2296,28,2010,0,0,0,0,0,0,5,5,0,0
4023,31,2008,5,13,0,0,0,7,0,4,0,221
9502,22,2003,1,3,0,0,0,0,0,0,0,19
3682,26,2006,0,0,0,0,0,0,0,0,0,0
5859,8,2011,0,3,0,0,0,0,6,0,0,6
7651,35,2010,3,4,5,0,0,1,9,0,0,48
2032,17,2009,0,0,0,0,0,0,0,0,0,0
8985,20,2008,0,1,0,0,0,0,5,0,0,8
2507,5,2013,0,0,0,0,0,0,0,0,0,0
7163,30,2003,0,0,0,0,0,0,1,6,0,5
3001,19,2012,2,0,0,0,0,0,0,42,0,30
9321,14,2001,17,15,20,8,17,9,284,356,16,500
2995,35,2002,8,2,0,0,0,0,6,7,0,7
8690,18,2009,0,0,0,0,0,0,1,1,0,0
804,6,2007,2,0,0,0,0,1,5,87,0,0
623,15,2011,2,4,0,0,0,0,0,11,0,5
9094,35,2012,2,2,0,0,0,0,2,0,0,20
2645,18,2013,1,0,1,0,0,0,11,0,0,2
7136,35,2005,2,0,0,0,0,0,0,9,0,8
5695,30,2007,0,0,0,0,0,0,1,2,0,2
3149,28,2002,0,1,1,0,0,2,6,0,0,5
7708,22,2003,0,0,0,0,0,0,0,0,0,0
9729,35,2002,1,2,0,0,0,0,2,24,0,22
8170,22,2005,0,2,0,0,0,0,3,0,0,6
725,12,2002,0,0,0,0,0,0,0,0,0,0
643,22,2001,3,7,2,0,0,1,25,0,0,3
7426,25,2008,0,0,0,0,0,0,0,0,0,0
2205,6,2001,2,2,1,0,0,2,40,34,13,17
2434,22,2001,1,3,0,0,0,0,8,0,0,21
5734,7,2010,0,0,0,0,0,0,0,0,0,0
1601,23,2007,0,2,0,0,0,0,1,2,0,13
1268,37,2012,0,0,0,0,0,0,0,0,0,0
8327,35,2009,3,2,3,0,0,1,2,21,0,35
3959,28,2010,0,0,0,0,0,0,18,33,0,9
8789,6,2013,1,1,4,0,0,3,1,134,0,138
6991,22,2012,2,15,1,0,0,0,3,0,0,28
9390,28,2006,1,1,0,0,0,1,0,0,0,31
8687,18,2007,0,0,0,0,0,0,0,0,0,0
3055,20,2006,2,9,0,0,0,0,12,6,0,13
6402,30,2006,0,0,0,0,0,0,0,5,0,0
3030,17,2006,0,0,0,0,0,0,0,0,0,0
3569,23,2005,0,3,0,0,1,0,1,13,1,16
216,35,2010,0,2,3,0,0,0,0,0,0,72
3509,14,2012,23,45,32,5,16,3,236,217,2,449
6151,19,2012,36,43,5,0,1,1,161,1334,11,1013
4219,28,2012,0,1,0,0,0,0,0,15,0,0
1940,31,2008,2,1,0,0,0,0,2,0,0,27
3279,8,2001,0,1,0,0,0,0,0,0,0,2
1049,6,2005,0,1,0,0,0,3,19,41,0,18
3248,6,2012,0,0,0,0,0,1,9,73,0,5
9789,22,2011,1,0,0,0,0,0,0,0,0,0
9392,36,2003,5,6,4,0,0,0,48,66,0,0
