District_ID,State_ID,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs
2243,9,2001,0,0,0,0,0,0,0,0,0,0
7418,31,2006,0,0,0,0,0,0,1,0,0,5
3440,6,2013,1,3,0,0,0,0,0,131,0,0
5253,35,2001,6,4,6,0,3,5,10,90,0,60
473,19,2007,1,1,0,0,0,0,0,14,0,14
263,13,2011,0,0,0,0,0,0,0,0,0,0
501,30,2009,0,1,0,0,0,0,0,3,0,0
9248,30,2007,0,0,0,0,0,0,0,0,0,8
5078,35,2010,0,3,1,1,2,0,0,25,0,10
2511,28,2010,0,0,0,0,0,0,0,8,0,8
5166,4,2002,0,0,0,0,0,0,0,0,0,0
9438,31,2009,1,1,0,0,0,0,0,5,0,85
8726,19,2013,0,0,0,0,0,0,18,18,0,0
9468,33,2010,0,0,0,0,0,0,0,14,0,0
6495,23,2010,0,3,0,0,0,0,1,5,1,15
769,19,2008,0,0,0,0,0,0,0,0,0,0
3915,23,2001,0,1,0,0,0,0,0,3,2,6
5443,28,2012,0,3,0,0,0,0,2,51,0,0
6060,33,2002,1,2,0,0,0,0,0,43,1,0
9755,35,2002,11,3,6,0,0,0,6,18,0,37
9696,17,2003,0,0,0,0,0,0,0,0,0,0
4864,22,2007,1,6,1,0,0,0,42,0,0,2
4903,19,2010,0,0,0,0,0,0,0,29,0,29
1561,28,2012,0,2,0,0,0,0,0,84,0,0
3263,28,2013,1,9,5,0,0,0,112,159,0,0
7929,22,2002,0,5,0,0,0,2,13,0,0,101
5417,30,2008,0,0,0,0,0,0,0,2,0,1
778,4,2013,0,0,0,0,0,0,0,0,0,0
7767,17,2011,0,0,0,0,0,0,0,0,0,0
9692,18,2009,0,0,0,0,0,0,0,0,0,0
4707,8,2005,0,0,0,0,0,0,1,0,0,0
1390,6,2008,0,3,0,0,0,0,7,109,0,99
1514,3,2012,1,0,0,0,0,0,0,0,0,1
5735,6,2012,1,3,0,0,0,5,8,92,0,0
6138,14,2007,0,0,0,0,0,0,1,0,0,4
7474,24,2009,0,0,0,0,0,0,0,0,0,0
3757,14,2003,0,3,2,1,0,0,5,29,0,5
7739,12,2002,0,0,0,0,0,0,0,0,0,0
6605,33,2004,1,2,0,0,0,0,4,23,0,0
1874,24,2009,0,0,0,0,0,0,0,0,0,0
6676,35,2007,1,1,0,0,0,0,2,44,0,57
1771,13,2004,0,0,0,0,0,0,0,0,0,0
7191,15,2008,0,2,1,0,0,0,0,4,0,1
1269,8,2007,1,7,0,0,0,0,1,3,0,3
1879,8,2011,0,0,0,0,0,0,0,0,0,0
39,24,2009,0,0,0,0,0,0,0,0,0,0
6006,22,2010,2,12,3,0,0,0,27,0,0,26
1077,25,2003,0,0,0,0,0,0,0,0,0,0
4937,35,2006,0,2,0,0,0,0,1,37,0,0
4353,37,2001,0,0,0,0,0,0,0,0,0,0
580,30,2004,0,0,0,0,0,0,0,0,0,0
6386,33,2003,2,0,0,0,0,0,3,34,0,0
9512,8,2003,0,0,0,0,0,0,20,2,0,7
478,23,2002,0,0,0,0,0,1,1,3,3,10
9113,9,2010,0,0,0,0,0,0,0,0,0,0
2565,35,2011,5,5,9,0,2,0,0,92,0,34
1654,15,2009,1,1,0,0,0,0,4,4,0,5
9838,20,2012,0,9,0,0,0,0,5,3,0,18
6140,37,2004,0,0,0,0,0,0,0,0,0,0
5685,16,2005,0,0,0,0,0,0,0,0,0,0
2704,18,2004,0,0,0,0,0,0,0,2,0,1
3780,35,2010,0,2,0,0,0,0,0,0,0,5
605,33,2006,0,1,0,0,0,0,11,2,0,2
161,35,2009,5,6,15,0,0,5,37,97,0,130
1040,18,2012,0,0,0,0,0,0,0,26,0,0
4149,23,2005,0,0,0,0,0,0,1,1,0,9
1428,23,2005,0,0,0,0,0,0,0,3,1,1
2952,35,2010,0,1,1,0,0,0,0,95,0,2
53,33,2008,0,0,0,0,1,0,4,30,0,21
7833,22,2008,2,19,2,0,0,2,72,0,0,42
1840,33,2003,2,3,2,0,0,0,1,44,2,35
673,35,2001,1,3,3,0,0,1,6,72,0,0
1266,28,2007,0,0,2,0,8,0,4,0,0,24
1612,30,2003,0,3,0,0,0,0,1,5,0,7
5228,14,2013,0,0,1,0,0,0,1,11,0,2
5719,18,2008,0,0,0,0,0,0,2,2,0,0
8476,31,2010,0,0,2,0,0,0,30,2,0,25
5966,35,2012,2,5,4,0,0,0,1,38,0,30
8096,28,2013,0,4,0,0,0,1,15,129,0,0
5088,3,2002,1,3,0,0,0,0,10,14,12,37
1985,18,2012,0,0,0,0,0,0,0,2,0,1
6610,18,2002,0,0,0,0,0,0,0,2,0,1
9071,33,2001,1,0,0,1,0,0,0,20,0,20
7638,14,2011,0,0,1,0,0,0,0,0,0,1
3783,35,2007,5,0,0,0,0,0,2,39,0,39
1392,6,2007,0,0,0,0,0,0,0,0,0,0
2521,35,2002,6,5,0,0,1,1,13,66,0,40
3777,28,2007,0,1,0,0,0,0,0,0,0,16
5778,11,2010,0,0,0,0,0,0,0,0,0,0
3919,22,2010,1,6,0,0,0,0,2,0,0,8
5622,20,2006,0,1,0,0,0,0,10,4,0,5
9223,22,2009,4,11,4,0,0,2,16,0,0,134
659,20,2010,0,0,0,0,0,0,0,0,0,0
6617,23,2011,1,1,0,2,0,0,0,3,0,1
9525,22,2005,5,25,1,0,1,4,53,0,0,384
2367,14,2002,0,0,0,0,0,0,2,8,0,6
4982,23,2011,1,4,0,0,0,0,1,6,0,5
1014,6,2006,4,0,1,0,0,4,10,51,0,0
3824,33,2013,1,0,0,0,0,0,2,5,0,0
8849,17,2013,0,0,0,0,0,0,0,0,0,0
5208,3,2007,0,5,0,0,0,0,27,41,0,23
5515,31,2006,3,2,0,0,0,0,0,2,0,102
7228,22,2006,0,7,0,0,0,0,2,0,0,22
3275,22,2008,4,9,0,0,0,1,10,0,0,95
4320,26,2003,0,0,0,0,0,0,0,0,0,0
5504,31,2009,2,10,5,0,0,0,7,2,0,206
5790,28,2001,0,1,0,0,0,0,17,35,0,18
5107,30,2008,0,0,0,0,0,0,0,1,0,0
4335,30,2001,0,0,0,0,0,0,0,0,0,0
4211,22,2001,1,5,0,0,0,0,14,0,0,0
6883,33,2003,0,3,0,0,0,0,1,26,0,5
4801,20,2004,0,5,0,0,0,0,2,7,1,7
285,8,2013,6,55,7,0,1,1,49,2,0,121
4358,18,2009,0,0,0,0,0,0,0,12,0,0
1757,6,2006,0,0,0,0,0,0,0,14,0,0
5906,22,2001,0,0,0,0,0,0,0,0,0,0
3503,12,2010,0,0,0,0,0,0,0,0,0,0
5943,18,2003,0,0,0,0,0,0,0,0,0,0
5229,22,2004,0,3,0,0,0,0,18,0,0,115
6678,35,2012,4,1,0,0,0,0,0,0,0,19
2488,37,2004,0,0,0,0,0,0,0,1,0,0
3266,18,2003,0,0,0,0,0,0,0,0,0,0
1619,5,2001,0,0,0,0,0,0,0,0,0,0
1574,28,2010,0,0,0,0,0,0,3,3,0,0
8433,35,2003,12,1,3,0,0,0,5,42,13,21
4824,17,2003,1,2,0,0,0,0,0,0,0,2
2651,33,2013,2,1,1,0,0,0,1,27,0,0
5092,1,2001,0,0,0,0,0,0,0,0,0,0
312,5,2012,0,0,0,0,0,0,0,0,0,0
3043,15,2007,10,21,13,0,1,1,28,75,0,78
455,14,2008,2,7,2,0,3,1,6,24,0,14
8335,33,2005,1,1,0,0,0,2,0,50,0,0
9203,8,2002,0,0,0,0,0,0,0,0,0,0
9474,31,2013,0,4,1,0,0,1,69,3,0,108
7957,12,2012,0,0,0,0,0,0,0,1,0,1
9329,12,2011,0,0,0,0,0,0,0,2,0,0
3283,22,2010,1,1,3,0,0,1,2,0,0,10
9804,35,2007,4,5,1,0,0,0,0,45,0,3
2432,31,2002,2,6,0,0,0,9,8,176,0,0
2885,13,2010,0,0,0,0,0,0,0,1,0,0
4809,14,2012,0,0,0,0,0,0,0,1,0,0
100,5,2007,0,0,0,0,0,0,0,0,0,0
6688,20,2006,1,1,0,0,0,0,5,7,0,18
9498,33,2012,1,0,0,0,0,0,9,22,0,0
7329,17,2003,0,0,0,0,0,0,0,0,0,0
3887,14,2002,0,2,1,0,0,1,16,0,0,37
9351,15,2013,0,5,1,0,0,0,0,0,0,7
908,20,2004,0,2,0,0,0,0,5,18,0,7
9447,14,2006,2,0,0,0,0,0,6,0,1,34
5305,19,2004,0,1,0,0,0,1,6,80,11,6
4245,37,2006,0,0,0,0,0,0,0,0,0,2
7690,35,2004,6,5,4,0,0,1,4,1,0,22
4006,23,2011,0,4,1,0,1,0,0,13,0,12
8891,23,2007,0,8,1,0,0,0,2,12,0,27
4584,20,2013,0,15,0,0,0,0,30,3,0,22
8077,17,2012,0,0,0,0,0,0,0,0,0,0
5402,35,2013,2,5,4,0,0,0,3,71,0,18
9306,22,2013,0,1,0,0,0,0,1,0,0,7
7557,35,2010,1,1,1,0,1,0,1,17,0,17
8838,33,2004,1,2,0,0,0,0,0,28,0,0
6403,35,2006,1,1,1,0,0,0,0,0,21,17
8841,19,2006,0,0,0,0,0,0,0,18,0,0
4589,17,2006,0,0,0,0,0,0,0,0,0,0
8982,22,2001,1,10,0,0,0,0,25,69,0,80
1052,25,2003,0,0,0,0,0,0,0,0,0,0
678,32,2006,0,0,0,0,0,0,0,0,0,0
1752,35,2003,3,2,1,0,0,0,0,1,1,2
621,20,2012,0,3,0,0,0,0,13,1,0,11
9580,18,2012,0,0,0,0,0,1,8,54,0,45
3351,35,2012,1,3,2,0,0,1,0,37,0,13
8958,35,2006,318,229,113,1,12,61,398,1702,133,1993
1966,37,2001,0,0,0,0,0,0,0,0,0,0
8272,13,2007,0,0,0,0,0,0,0,0,0,0
284,31,2011,2,2,0,0,0,0,0,0,0,86
859,20,2004,0,0,0,0,0,0,0,8,0,0
665,19,2009,0,0,0,0,0,0,0,8,0,8
1422,37,2008,0,0,0,0,0,0,0,0,0,0
2360,8,2007,0,0,0,0,0,0,0,0,0,0
8671,27,2010,0,0,0,0,0,0,0,0,0,0
3340,15,2010,2,1,1,0,0,0,1,7,0,8
1597,4,2004,0,0,0,0,0,0,0,0,0,0
3199,22,2013,1,9,2,0,0,0,11,0,0,17
5318,35,2012,234,285,258,3,1,39,281,1740,1,3360
7560,5,2004,0,0,0,0,0,0,0,0,0,0
5600,30,2006,0,0,0,0,0,0,0,0,0,0
1074,19,2007,1,2,0,1,0,0,14,31,0,16
4841,20,2010,0,6,0,0,0,0,9,4,0,16
9635,29,2010,1,0,0,0,0,0,0,2,24,0
3427,14,2008,1,2,0,0,0,1,11,0,1,20
1064,28,2001,1,1,0,0,0,0,0,0,0,3
5303,8,2005,0,2,0,0,0,0,0,2,0,13
4637,19,2004,0,0,0,0,0,0,0,3,0,0
8514,3,2011,0,1,0,0,0,0,0,0,0,0
2190,28,2010,0,1,0,0,0,0,0,12,0,0
6103,6,2001,0,0,0,0,0,1,0,3,0,2
2232,22,2007,4,11,3,0,2,0,38,0,0,325
8791,30,2011,0,0,0,0,0,0,0,3,0,0
4978,17,2006,0,0,0,0,0,0,0,0,0,0
8360,25,2004,0,0,0,0,0,0,0,0,0,0
1408,14,2013,29,75,38,9,16,10,273,212,0,528
2870,4,2001,0,0,0,0,0,0,0,0,0,0
5604,3,2003,2,2,1,0,0,0,52,28,5,24
9565,12,2012,0,0,0,0,0,0,0,0,0,0
6127,12,2010,0,0,0,0,0,0,0,2,0,0
5546,29,2009,0,0,0,0,0,0,0,1,2,0
8432,23,2007,16,80,13,2,11,19,78,370,20,557
278,5,2010,0,0,0,0,0,0,0,0,0,1
1763,30,2003,0,0,0,0,0,0,2,0,0,1
3145,14,2011,1,3,3,0,1,0,20,7,0,57
7433,15,2012,0,4,0,0,0,0,0,0,0,1
5728,30,2001,0,1,1,0,0,0,1,10,0,0
4924,4,2012,0,0,0,0,0,0,0,0,0,0
5211,31,2012,3,11,0,0,0,8,4,0,0,443
231,5,2008,0,0,0,0,0,0,0,0,0,0
1235,23,2001,0,0,0,0,0,0,0,1,0,1
3668,37,2011,0,0,0,0,0,0,0,0,0,1
4512,37,2009,0,0,0,0,0,0,0,0,0,0
6228,6,2002,0,0,0,0,0,0,0,43,0,0
818,8,2011,0,1,0,0,0,0,0,0,0,0
8506,27,2007,0,0,0,0,0,0,0,0,0,0
3363,35,2010,0,1,1,0,0,0,0,0,0,65
8577,36,2011,0,0,0,0,0,0,0,2,0,0
4772,33,2008,0,0,0,0,0,0,0,19,0,0
262,24,2011,0,0,0,0,0,0,0,0,0,0
5720,18,2001,0,0,0,0,0,0,7,0,0,3
1252,17,2007,0,0,0,0,0,0,0,0,0,0
7705,23,2003,0,1,0,0,0,0,0,3,0,3
2782,4,2008,0,0,0,0,0,0,0,0,0,0
6692,24,2007,0,0,0,0,0,0,0,0,0,0
7613,6,2010,0,0,0,0,0,0,0,1,0,0
788,22,2002,0,4,2,0,0,0,14,23,1,18
4091,35,2005,14,3,2,0,0,0,5,44,0,20
8742,30,2007,0,0,0,0,0,0,0,0,0,0
2430,23,2001,0,1,0,0,0,0,0,10,1,4
7963,4,2009,0,0,0,0,0,0,0,0,0,0
688,35,2003,4,2,4,0,0,0,2,21,0,26
7644,35,2006,4,1,1,0,0,3,4,0,0,36
568,31,2007,1,2,0,0,0,0,0,1,0,38
7765,23,2002,1,1,0,0,0,0,0,0,12,20
950,34,2013,0,0,0,0,0,0,0,0,0,0
2486,35,2003,2,2,1,0,0,0,3,1,0,17
6368,8,2006,3,8,0,0,1,0,1,53,0,40
5328,22,2007,4,7,1,0,0,1,9,0,0,48
7873,4,2013,0,0,0,0,0,0,0,0,0,0
2747,28,2009,0,0,1,0,0,0,2,7,0,4
5302,35,2004,1,2,0,0,0,1,1,8,0,3
6546,8,2010,0,1,0,0,0,0,2,0,0,2
241,25,2003,0,0,0,0,0,0,0,0,0,0
8017,35,2006,0,0,0,0,0,0,0,26,0,0
1245,34,2006,0,0,0,0,0,0,0,0,0,0
6938,16,2007,0,2,0,0,0,0,0,15,4,0
5807,22,2012,2,2,1,0,0,0,0,0,0,11
6626,3,2002,0,0,0,0,0,0,0,2,0,0
8291,5,2012,0,0,0,0,0,0,0,0,0,0
6465,35,2011,5,4,3,0,0,0,6,0,0,42
125,22,2011,0,3,0,0,0,0,4,0,0,2
1141,14,2009,0,0,0,0,0,0,1,6,0,17
2894,14,2003,0,0,1,0,0,0,3,7,0,12
1277,22,2011,1,6,1,0,0,0,0,0,0,21
1998,20,2006,0,0,0,0,0,0,0,1,0,0
2499,28,2004,0,0,0,0,0,0,17,20,0,1
3856,14,2010,0,0,0,0,1,0,7,21,0,0
3020,33,2011,0,0,0,0,0,0,0,10,0,0
3932,22,2012,0,2,1,0,0,0,20,0,0,3
1227,14,2002,1,1,0,0,1,1,45,2,0,17
3693,15,2003,0,0,0,0,0,0,0,1,0,1
6107,22,2012,3,10,5,0,0,2,64,0,0,32
5072,20,2002,2,48,2,0,0,4,162,229,0,77
7596,18,2013,0,0,0,0,0,0,0,10,0,0
7088,31,2001,1,7,1,0,0,2,6,223,0,0
3547,16,2008,0,1,0,0,0,0,0,10,0,0
9822,4,2009,0,0,0,0,0,0,0,0,0,0
6200,22,2011,6,6,1,0,0,1,7,0,0,14
3510,6,2006,2,1,0,0,2,6,20,40,0,34
9563,19,2010,0,0,0,0,0,0,0,26,4,0
493,27,2008,0,0,0,0,0,0,0,0,0,0
4958,23,2003,0,2,0,0,0,1,1,8,1,10
4339,1,2011,0,0,0,0,0,0,0,0,0,0
1186,4,2005,0,0,0,0,0,0,0,0,0,0
4130,28,2013,0,2,2,0,0,0,19,40,0,0
983,20,2011,0,6,0,0,0,0,16,2,0,10
3062,7,2001,0,1,0,0,0,0,0,2,0,0
5682,27,2006,0,0,0,0,0,0,0,0,0,0
964,33,2008,0,0,0,0,0,0,0,8,0,0
5366,23,2003,0,1,1,0,0,0,1,0,0,6
9242,5,2012,0,0,0,0,0,0,0,0,0,0
2838,19,2007,0,0,0,0,0,0,2,77,0,0
2249,27,2005,0,0,0,0,0,0,0,0,0,0
8196,30,2012,0,0,1,0,0,0,1,0,0,1
8530,35,2011,3,1,3,0,0,0,1,0,0,56
3831,33,2012,2,13,2,0,0,0,0,75,0,8
336,20,2002,0,2,0,0,0,0,0,22,0,0
5234,31,2013,1,5,0,0,0,0,0,1,0,114
3298,18,2001,0,0,0,0,0,0,0,0,0,0
9799,35,2006,7,0,0,0,0,1,1,68,0,0
6241,37,2004,0,0,0,0,0,0,0,0,0,0
5673,19,2011,31,32,11,0,3,1,182,1331,8,882
1949,6,2005,0,2,0,0,0,0,4,79,0,0
627,37,2010,0,0,0,0,0,0,0,2,0,1
7891,35,2005,2,1,0,0,0,0,0,2,0,7
2776,35,2008,5,6,2,0,0,1,0,35,2,17
2045,12,2007,0,0,0,0,0,0,0,0,0,0
3327,14,2010,1,0,1,0,0,0,2,1,0,6
9394,35,2001,3,8,0,0,0,2,1,158,0,0
2998,13,2005,0,1,0,0,0,0,0,0,0,0
164,20,2009,0,3,1,0,0,0,9,5,0,9
7176,23,2002,0,0,0,0,1,0,4,6,3,15
6191,17,2006,0,0,0,0,0,0,0,0,2,0
7244,35,2013,1,1,3,0,0,1,1,15,0,29
1664,12,2006,0,0,0,0,0,0,0,0,0,0
7853,33,2008,3,0,0,0,0,0,0,22,0,0
1056,19,2005,0,4,0,0,0,0,4,110,11,0
2614,5,2013,0,0,0,0,0,0,0,0,0,0
5292,22,2007,1,17,1,0,0,0,11,0,0,50
4445,4,2011,0,0,0,0,0,0,0,0,0,0
7352,22,2004,3,5,0,0,0,0,8,69,0,53
4438,35,2010,1,1,1,0,0,1,1,0,0,33
3965,27,2003,0,0,0,0,0,0,0,0,0,0
1578,33,2005,0,1,0,0,0,0,0,4,0,3
7949,27,2013,0,0,0,0,0,0,0,0,0,0
145,28,2001,1,1,0,0,0,1,0,0,0,12
9211,28,2013,0,5,0,0,0,0,8,15,0,0
4742,30,2001,0,1,0,0,0,0,0,5,0,17
9185,16,2005,0,0,0,0,0,0,0,0,0,0
6476,22,2002,0,6,0,0,0,1,30,0,0,24
1437,35,2006,12,6,1,0,0,0,19,0,0,56
1745,18,2007,0,1,0,0,0,0,3,69,0,29
9336,28,2011,0,0,0,0,0,0,5,6,0,0
4767,3,2009,0,3,0,0,0,0,0,40,3,0
1992,35,2013,2,0,0,0,0,0,0,24,0,0
7219,19,2010,1,3,0,0,0,0,0,59,0,63
9823,22,2001,72,305,31,1,9,50,663,435,1,2645
8053,18,2012,1,3,0,0,0,0,45,29,0,54
5168,27,2009,0,0,0,0,0,0,0,0,0,0
3846,33,2007,1,1,0,0,0,0,0,7,0,0
4324,19,2004,0,0,0,0,0,0,0,24,1,0
1606,30,2008,0,0,0,0,0,0,0,7,0,1
7884,31,2008,5,14,6,0,0,0,35,10,0,236
389,23,2003,0,3,0,0,0,0,0,5,1,3
5048,3,2012,0,2,0,0,0,0,0,88,0,0
6084,30,2001,0,0,0,0,0,0,0,3,0,0
4251,22,2004,0,11,0,0,0,0,39,0,0,26
8138,27,2013,0,0,0,0,0,0,0,0,0,0
2959,22,2007,8,26,1,0,0,1,27,0,0,50
996,18,2009,0,0,0,0,0,0,0,8,0,0
6557,17,2007,0,0,0,0,0,0,0,0,0,0
408,25,2009,0,0,0,0,0,0,0,0,0,0
2570,22,2013,0,1,0,0,0,2,1,0,0,3
6921,22,2011,2,11,0,0,0,0,21,0,0,21
7275,6,2003,2,1,2,0,0,1,21,20,2,27
6843,18,2001,3,3,0,1,0,0,0,0,0,35
869,5,2002,0,0,0,0,0,0,0,0,0,0
4812,35,2008,0,1,0,0,0,0,0,61,0,0
1211,35,2001,8,6,0,0,0,5,11,52,0,73
1800,20,2011,0,6,0,0,0,0,21,0,0,15
6118,20,2008,0,3,0,0,0,0,8,8,0,32
7564,28,2011,0,1,0,0,0,0,0,80,0,0
4505,37,2009,0,0,0,0,0,0,0,0,0,0
1635,30,2008,0,0,0,0,0,0,0,2,0,0
4037,25,2006,0,0,0,0,0,0,0,0,0,0
87,28,2013,0,2,0,0,0,0,0,13,0,0
7481,30,2008,0,0,0,0,0,0,0,1,0,0
3494,24,2002,0,0,0,0,0,0,0,0,0,0
4591,19,2009,3,2,0,0,0,0,0,62,0,0
5076,30,2007,0,0,0,0,0,0,0,2,0,2
5083,5,2003,0,2,0,0,0,0,1,0,0,3
9099,3,2013,4,4,0,0,0,0,25,38,1,135
441,22,2011,1,2,0,0,0,0,2,0,0,7
6279,19,2001,1,2,0,0,0,0,0,44,8,1
2307,28,2003,0,0,0,0,0,0,4,8,0,9
7700,5,2011,0,0,0,0,0,0,0,0,0,0
6240,15,2002,0,2,1,0,0,0,0,1,0,4
5518,31,2009,5,13,0,0,0,5,7,2,0,441
5104,22,2001,1,18,0,0,0,1,24,2,0,156
5801,28,2006,0,1,0,0,0,0,0,0,0,0
9779,30,2002,0,3,0,0,0,0,0,0,0,2
1723,33,2008,3,1,0,0,0,0,1,3,0,0
3138,5,2009,0,0,0,0,0,0,0,0,0,0
3300,33,2011,1,0,0,0,0,0,0,12,0,0
9363,30,2013,0,0,0,0,0,0,2,0,0,1
5478,18,2001,0,0,2,0,0,1,11,0,0,0
7506,8,2012,1,3,0,0,0,0,33,0,0,16
7835,37,2010,0,0,0,0,0,0,0,0,0,3
2145,27,2001,0,0,0,0,0,0,0,0,0,0
4297,36,2001,0,0,0,0,0,0,0,12,0,7
4413,34,2006,0,0,0,0,0,0,1,0,0,13
4232,25,2005,0,0,0,0,0,0,0,0,0,0
4224,23,2002,1,0,0,0,0,2,2,1,0,3
3797,23,2012,0,2,0,1,1,0,1,8,0,7
1009,6,2003,0,0,0,0,0,0,7,0,7,0
5264,31,2010,0,0,0,0,0,0,0,0,0,31
8853,28,2012,0,0,0,0,0,0,2,2,0,0
5419,30,2013,0,0,0,0,0,0,1,0,0,1
4860,23,2005,0,0,0,0,0,0,0,0,0,0
1160,5,2013,0,0,0,0,0,0,0,0,0,0
6369,6,2008,0,0,0,0,0,0,0,40,0,0
4698,32,2010,0,0,0,0,0,0,1,1,0,1
243,14,2003,0,2,0,0,0,0,3,62,0,96
3166,14,2004,0,0,1,0,0,0,0,3,0,2
1973,33,2005,1,0,0,0,0,0,0,18,0,6
4780,12,2003,0,0,0,0,0,0,0,0,0,0
6613,30,2013,0,2,0,0,0,0,0,0,0,0
9228,36,2003,2,3,2,0,0,0,4,0,0,0
2906,35,2009,5,4,0,0,0,0,0,59,0,4
868,6,2006,0,0,0,0,0,0,18,18,0,0
2023,8,2012,0,0,0,0,0,0,0,0,0,1
5006,6,2009,0,0,0,0,0,0,0,61,0,0
3418,35,2013,2,2,1,0,0,1,0,0,0,35
8377,12,2007,0,0,0,0,0,0,0,1,0,0
3851,15,2013,1,11,4,0,0,1,1,1,0,33
7797,6,2006,0,0,0,0,0,0,10,17,0,0
7442,27,2009,0,0,0,0,0,0,0,0,0,0
628,3,2002,1,4,0,0,0,0,31,4,2,38
9416,31,2002,0,0,0,0,0,0,0,4,0,0
6352,30,2001,0,0,0,0,0,0,0,0,0,0
506,32,2009,1,0,0,0,0,0,1,0,0,0
6926,14,2008,0,0,0,0,0,0,0,0,0,3
6278,31,2006,0,3,1,0,0,0,4,1,0,20
3517,17,2011,0,0,0,0,0,0,0,0,0,0
9016,35,2013,1,7,0,0,0,0,2,13,0,0
5074,19,2011,2,2,0,0,0,0,0,64,0,64
5976,22,2005,0,0,0,0,0,0,5,0,0,3
8357,22,2013,0,3,0,0,0,0,22,0,0,13
4757,35,2011,9,9,8,0,0,0,8,0,0,65
5384,33,2005,1,0,0,0,0,0,0,0,0,1
8171,19,2002,2,0,1,0,0,0,39,40,0,3
2085,31,2008,1,1,0,0,0,0,11,3,0,46
3966,19,2013,0,0,0,0,0,0,0,2,0,0
4053,22,2003,4,11,8,0,0,2,6,2,0,258
5330,31,2009,0,1,2,0,0,0,0,2,0,86
6255,30,2009,0,0,0,0,0,0,0,7,0,0
2212,14,2004,1,0,0,0,2,0,41,0,0,22
8277,8,2009,1,0,0,0,0,0,0,0,0,0
5084,35,2013,4,4,3,0,0,0,2,0,0,41
5144,3,2001,0,4,3,0,0,1,6,31,0,29
7187,1,2005,0,0,0,0,0,0,0,0,0,0
8911,6,2011,1,0,0,0,0,0,0,99,0,0
5571,8,2011,0,2,0,0,0,0,0,0,0,1
706,33,2006,1,1,0,0,0,0,1,24,0,21
4886,5,2009,0,0,0,0,0,0,0,0,0,0
1552,23,2004,0,0,0,0,0,0,0,0,0,1
878,3,2001,2,7,0,0,0,0,8,83,4,93
6063,19,2001,0,0,0,0,0,0,0,24,0,24
9273,17,2013,0,0,0,0,0,0,0,0,0,0
7041,28,2001,0,1,0,0,0,0,1,0,0,6
1205,6,2008,0,0,0,0,0,0,0,0,0,0
1833,23,2013,1,11,2,2,1,0,4,10,0,58
2544,20,2006,0,1,0,0,0,1,4,0,0,3
2550,31,2001,2,9,0,0,0,5,4,188,0,0
2282,6,2002,0,0,0,0,0,0,0,0,0,0
9473,8,2011,0,1,0,0,0,0,2,0,0,0
4891,35,2003,8,3,0,0,0,0,1,0,0,5
5099,19,2003,0,0,0,0,0,0,0,15,0,15
8190,33,2010,0,0,0,0,0,0,0,74,0,0
585,3,2013,3,1,2,0,0,0,60,15,0,76
9302,20,2008,1,4,0,0,0,0,6,9,0,14
5588,34,2001,0,0,0,0,0,0,0,0,0,0
9736,37,2007,0,0,0,0,0,0,0,0,0,0
5855,6,2003,0,0,0,0,0,0,0,9,0,0
3812,28,2007,0,1,0,0,0,1,10,51,0,3
7037,19,2012,0,0,0,0,0,0,0,23,0,0
3413,28,2009,0,2,1,0,0,0,0,17,0,14
611,3,2005,37,74,21,0,0,9,459,1244,61,1212
74,8,2003,0,2,0,0,0,0,1,2,0,4
2289,23,2004,1,3,0,0,0,0,0,5,0,11
8858,23,2013,0,5,0,1,1,0,1,16,0,14
2328,27,2005,0,0,0,0,0,0,0,0,0,0
9670,14,2010,0,0,0,1,0,0,0,0,0,6
8729,36,2004,1,1,0,0,0,1,0,6,0,0
4486,26,2013,0,0,0,0,0,0,0,0,0,0
4151,37,2005,0,0,0,0,0,0,1,1,0,2
7288,15,2004,1,3,0,0,0,0,5,4,0,8
5015,30,2007,1,0,0,0,0,0,0,2,0,0
540,15,2001,7,25,15,0,0,5,76,33,1,67
5575,17,2002,0,0,0,0,0,0,0,0,0,0
8655,3,2002,12,9,5,0,0,0,111,80,11,292
8570,35,2001,8,12,9,2,0,3,8,1,0,131
1550,3,2003,0,0,0,0,0,0,0,1,0,0
535,22,2011,2,0,1,0,0,0,10,0,0,5
497,20,2003,0,0,0,0,0,0,3,10,0,1
8319,18,2010,0,0,0,0,0,0,0,0,0,0
1016,22,2010,2,3,0,0,0,2,50,0,0,29
6349,31,2001,3,5,0,0,0,1,4,137,0,0
89,33,2008,1,0,0,0,0,1,13,48,1,33
5704,37,2002,0,1,0,0,0,0,0,1,0,0
7671,22,2011,3,3,0,0,0,0,3,0,0,30
3512,30,2002,0,0,0,0,0,0,0,5,0,0
7059,37,2012,0,0,0,0,0,0,0,0,0,6
4830,19,2009,0,1,0,0,0,0,0,38,0,38
2891,27,2002,0,0,0,0,0,0,0,0,0,0
8265,5,2005,0,0,0,0,0,0,0,0,0,0
2945,5,2004,0,0,0,0,0,0,0,0,0,0
4383,6,2008,0,0,0,0,0,0,0,104,0,0
4248,33,2007,0,0,0,0,0,0,3,27,0,1
6896,12,2004,0,0,0,0,0,0,0,0,0,0
9630,30,2003,0,0,0,0,0,0,1,5,0,5
6914,12,2004,0,0,0,0,0,0,0,1,0,0
8502,35,2013,3,8,3,0,0,0,0,0,0,52
